Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,season,game_id
4.0,Sun,2022-08-28,15:00,Lorient,Clermont Foot,2.9,0.6,2–1,2022-2023,37
4.0,Sun,2022-08-28,15:00,Nice,Marseille,1.0,1.4,0–3,2022-2023,38
4.0,Sun,2022-08-28,15:00,Brest,Montpellier,0.3,2.5,0–7,2022-2023,39
4.0,Sun,2022-08-28,17:05,Reims,Lyon,0.4,1.1,1–1,2022-2023,40
4.0,Sun,2022-08-28,20:45,Paris S-G,Monaco,2.7,1.2,1–1,2022-2023,41
5.0,Wed,2022-08-31,19:00,Angers,Reims,1.7,2.3,2–4,2022-2023,43
5.0,Wed,2022-08-31,19:00,Lyon,Auxerre,2.6,0.7,2–1,2022-2023,44
5.0,Wed,2022-08-31,19:00,Strasbourg,Nantes,0.4,1.2,1–1,2022-2023,45
5.0,Wed,2022-08-31,19:00,Monaco,Troyes,1.2,2.2,2–4,2022-2023,46
5.0,Wed,2022-08-31,19:00,Montpellier,Ajaccio,1.7,1.2,2–0,2022-2023,47
5.0,Wed,2022-08-31,21:00,Lens,Lorient,3.0,1.1,5–2,2022-2023,48
5.0,Wed,2022-08-31,21:00,Marseille,Clermont Foot,2.5,0.1,1–0,2022-2023,49
5.0,Wed,2022-08-31,21:00,Toulouse,Paris S-G,0.8,2.8,0–3,2022-2023,50
5.0,Wed,2022-08-31,21:00,Rennes,Brest,1.5,0.5,3–1,2022-2023,51
5.0,Wed,2022-08-31,21:00,Lille,Nice,0.9,1.6,1–2,2022-2023,52
6.0,Sat,2022-09-03,17:00,Auxerre,Marseille,0.6,1.6,0–2,2022-2023,54
6.0,Sat,2022-09-03,19:00,Lyon,Angers,1.4,1.0,5–0,2022-2023,55
6.0,Sat,2022-09-03,21:00,Nantes,Paris S-G,0.4,2.7,0–3,2022-2023,56
6.0,Sun,2022-09-04,13:00,Montpellier,Lille,0.5,1.6,1–3,2022-2023,57
6.0,Sun,2022-09-04,15:00,Brest,Strasbourg,0.8,2.4,1–1,2022-2023,58
6.0,Sun,2022-09-04,15:00,Ajaccio,Lorient,0.5,0.8,0–1,2022-2023,59
6.0,Sun,2022-09-04,15:00,Clermont Foot,Toulouse,1.3,1.3,2–0,2022-2023,60
6.0,Sun,2022-09-04,15:00,Reims,Lens,2.1,1.9,1–1,2022-2023,61
6.0,Sun,2022-09-04,17:05,Troyes,Rennes,0.9,2.4,1–1,2022-2023,62
6.0,Sun,2022-09-04,20:45,Nice,Monaco,0.7,1.1,0–1,2022-2023,63
2.0,Wed,2022-09-07,19:00,Lorient,Lyon,1.0,2.2,3–1,2022-2023,65
7.0,Fri,2022-09-09,21:00,Lens,Troyes,1.4,0.7,1–0,2022-2023,67
7.0,Sat,2022-09-10,17:00,Paris S-G,Brest,1.7,1.1,1–0,2022-2023,68
7.0,Sat,2022-09-10,21:00,Marseille,Lille,2.2,1.0,2–1,2022-2023,69
7.0,Sun,2022-09-11,13:00,Strasbourg,Clermont Foot,1.2,0.8,0–0,2022-2023,70
7.0,Sun,2022-09-11,15:00,Ajaccio,Nice,1.2,1.2,0–1,2022-2023,71
7.0,Sun,2022-09-11,15:00,Lorient,Nantes,1.3,0.5,3–2,2022-2023,72
7.0,Sun,2022-09-11,15:00,Toulouse,Reims,1.3,1.0,1–0,2022-2023,73
7.0,Sun,2022-09-11,15:00,Angers,Montpellier,2.5,0.7,2–1,2022-2023,74
7.0,Sun,2022-09-11,17:05,Rennes,Auxerre,1.6,0.7,5–0,2022-2023,75
7.0,Sun,2022-09-11,20:45,Monaco,Lyon,1.7,2.0,2–1,2022-2023,76
8.0,Fri,2022-09-16,21:00,Auxerre,Lorient,2.0,2.5,1–3,2022-2023,78
8.0,Sat,2022-09-17,17:00,Montpellier,Strasbourg,1.8,0.6,2–1,2022-2023,79
8.0,Sat,2022-09-17,21:00,Lille,Toulouse,1.0,0.8,2–1,2022-2023,80
8.0,Sun,2022-09-18,13:00,Reims,Monaco,0.6,1.7,0–3,2022-2023,81
8.0,Sun,2022-09-18,15:00,Brest,Ajaccio,0.6,0.5,0–1,2022-2023,82
8.0,Sun,2022-09-18,15:00,Marseille,Rennes,1.6,1.2,1–1,2022-2023,83
8.0,Sun,2022-09-18,15:00,Nice,Angers,1.3,1.5,0–1,2022-2023,84
8.0,Sun,2022-09-18,15:00,Clermont Foot,Troyes,1.0,1.5,1–3,2022-2023,85
8.0,Sun,2022-09-18,17:05,Nantes,Lens,0.9,0.9,0–0,2022-2023,86
8.0,Sun,2022-09-18,20:45,Lyon,Paris S-G,1.0,1.6,0–1,2022-2023,87
9.0,Fri,2022-09-30,21:00,Angers,Marseille,1.2,1.6,0–3,2022-2023,89
9.0,Sat,2022-10-01,17:00,Strasbourg,Rennes,1.3,3.2,1–3,2022-2023,90
9.0,Sat,2022-10-01,21:00,Paris S-G,Nice,1.0,0.5,2–1,2022-2023,91
9.0,Sun,2022-10-02,13:00,Lorient,Lille,0.6,2.2,2–1,2022-2023,92
9.0,Sun,2022-10-02,15:00,Troyes,Reims,1.6,1.0,2–2,2022-2023,93
9.0,Sun,2022-10-02,15:00,Auxerre,Brest,1.4,0.6,1–1,2022-2023,94
9.0,Sun,2022-10-02,15:00,Ajaccio,Clermont Foot,1.5,1.0,1–3,2022-2023,95
9.0,Sun,2022-10-02,15:00,Toulouse,Montpellier,1.7,1.2,4–2,2022-2023,96
9.0,Sun,2022-10-02,17:05,Monaco,Nantes,2.1,0.5,4–1,2022-2023,97
9.0,Sun,2022-10-02,20:45,Lens,Lyon,2.9,0.1,1–0,2022-2023,98
10.0,Fri,2022-10-07,21:00,Lyon,Toulouse,1.4,0.5,1–1,2022-2023,100
10.0,Sat,2022-10-08,17:00,Marseille,Ajaccio,1.7,0.2,1–2,2022-2023,101
10.0,Sat,2022-10-08,21:00,Reims,Paris S-G,1.8,1.2,0–0,2022-2023,102
10.0,Sun,2022-10-09,13:00,Montpellier,Monaco,0.7,1.2,0–2,2022-2023,103
10.0,Sun,2022-10-09,15:00,Brest,Lorient,0.9,1.1,1–2,2022-2023,104
10.0,Sun,2022-10-09,15:00,Nice,Troyes,2.6,1.5,3–2,2022-2023,105
10.0,Sun,2022-10-09,15:00,Clermont Foot,Auxerre,1.1,1.0,2–1,2022-2023,106
10.0,Sun,2022-10-09,15:00,Angers,Strasbourg,2.1,2.0,2–3,2022-2023,107
10.0,Sun,2022-10-09,17:05,Rennes,Nantes,1.8,0.5,3–0,2022-2023,108
10.0,Sun,2022-10-09,20:45,Lille,Lens,2.6,1.2,1–0,2022-2023,109
11.0,Fri,2022-10-14,21:00,Strasbourg,Lille,0.6,2.3,0–3,2022-2023,111
11.0,Sat,2022-10-15,17:00,Lorient,Reims,0.8,0.6,0–0,2022-2023,112
11.0,Sat,2022-10-15,21:00,Lens,Montpellier,1.8,0.7,1–0,2022-2023,113
11.0,Sun,2022-10-16,13:00,Toulouse,Angers,2.4,1.2,3–2,2022-2023,114
11.0,Sun,2022-10-16,15:00,Rennes,Lyon,1.6,1.1,3–2,2022-2023,115
11.0,Sun,2022-10-16,15:00,Troyes,Ajaccio,0.6,2.4,1–1,2022-2023,116
11.0,Sun,2022-10-16,15:00,Auxerre,Nice,0.8,1.6,1–1,2022-2023,117
11.0,Sun,2022-10-16,15:00,Nantes,Brest,2.9,0.7,4–1,2022-2023,118
11.0,Sun,2022-10-16,17:05,Monaco,Clermont Foot,1.1,1.9,1–1,2022-2023,119
11.0,Sun,2022-10-16,20:45,Paris S-G,Marseille,2.5,1.2,1–0,2022-2023,120
12.0,Fri,2022-10-21,21:00,Ajaccio,Paris S-G,0.3,2.5,0–3,2022-2023,122
12.0,Sat,2022-10-22,17:00,Montpellier,Lyon,1.1,2.7,1–2,2022-2023,123
12.0,Sat,2022-10-22,21:00,Marseille,Lens,1.8,0.9,0–1,2022-2023,124
12.0,Sun,2022-10-23,13:00,Angers,Rennes,1.2,2.2,1–2,2022-2023,125
12.0,Sun,2022-10-23,15:00,Troyes,Lorient,0.8,1.4,2–2,2022-2023,126
12.0,Sun,2022-10-23,15:00,Toulouse,Strasbourg,2.2,1.8,2–2,2022-2023,127
12.0,Sun,2022-10-23,15:00,Reims,Auxerre,2.4,0.7,2–1,2022-2023,128
12.0,Sun,2022-10-23,15:00,Clermont Foot,Brest,1.0,3.0,1–3,2022-2023,129
12.0,Sun,2022-10-23,17:05,Nice,Nantes,1.4,1.0,1–1,2022-2023,130
12.0,Sun,2022-10-23,20:45,Lille,Monaco,2.5,1.1,4–3,2022-2023,131
13.0,Fri,2022-10-28,21:00,Lens,Toulouse,2.4,0.7,3–0,2022-2023,133
13.0,Sat,2022-10-29,17:00,Paris S-G,Troyes,2.9,2.0,4–3,2022-2023,134
13.0,Sat,2022-10-29,21:00,Strasbourg,Marseille,1.1,2.0,2–2,2022-2023,135
13.0,Sun,2022-10-30,13:00,Auxerre,Ajaccio,1.5,0.4,1–0,2022-2023,136
13.0,Sun,2022-10-30,15:00,Monaco,Angers,1.8,0.6,2–0,2022-2023,137
13.0,Sun,2022-10-30,15:00,Rennes,Montpellier,1.2,0.9,3–0,2022-2023,138
13.0,Sun,2022-10-30,15:00,Brest,Reims,1.5,1.0,0–0,2022-2023,139
13.0,Sun,2022-10-30,15:00,Nantes,Clermont Foot,1.7,0.7,1–1,2022-2023,140
13.0,Sun,2022-10-30,17:05,Lorient,Nice,1.8,1.8,1–2,2022-2023,141
13.0,Sun,2022-10-30,20:45,Lyon,Lille,1.6,1.5,1–0,2022-2023,142
14.0,Fri,2022-11-04,21:00,Troyes,Auxerre,1.9,1.4,1–1,2022-2023,144
14.0,Sat,2022-11-05,17:00,Ajaccio,Strasbourg,3.7,0.9,4–2,2022-2023,145
14.0,Sat,2022-11-05,21:00,Angers,Lens,0.5,1.8,1–2,2022-2023,146
14.0,Sun,2022-11-06,13:00,Lorient,Paris S-G,0.8,1.6,1–2,2022-2023,147
14.0,Sun,2022-11-06,15:00,Clermont Foot,Montpellier,3.4,1.2,1–1,2022-2023,148
14.0,Sun,2022-11-06,15:00,Nice,Brest,1.1,1.1,1–0,2022-2023,149
14.0,Sun,2022-11-06,15:00,Toulouse,Monaco,0.7,2.4,0–2,2022-2023,150
14.0,Sun,2022-11-06,15:00,Reims,Nantes,2.8,0.7,1–0,2022-2023,151
14.0,Sun,2022-11-06,17:05,Lille,Rennes,2.4,0.9,1–1,2022-2023,152
14.0,Sun,2022-11-06,20:45,Marseille,Lyon,0.8,0.9,1–0,2022-2023,153
15.0,Fri,2022-11-11,21:00,Lyon,Nice,1.3,1.6,1–1,2022-2023,155
15.0,Sat,2022-11-12,17:00,Lens,Clermont Foot,1.5,0.2,2–1,2022-2023,156
15.0,Sat,2022-11-12,21:00,Rennes,Toulouse,2.1,1.0,2–1,2022-2023,157
15.0,Sun,2022-11-13,13:00,Paris S-G,Auxerre,2.0,0.7,5–0,2022-2023,158
15.0,Sun,2022-11-13,15:00,Montpellier,Reims,1.7,2.1,1–1,2022-2023,159
15.0,Sun,2022-11-13,15:00,Brest,Troyes,2.4,1.0,2–1,2022-2023,160
15.0,Sun,2022-11-13,15:00,Nantes,Ajaccio,1.1,2.5,2–2,2022-2023,161
15.0,Sun,2022-11-13,15:00,Lille,Angers,0.6,0.6,1–0,2022-2023,162
15.0,Sun,2022-11-13,17:05,Strasbourg,Lorient,2.3,0.5,1–1,2022-2023,163
15.0,Sun,2022-11-13,20:45,Monaco,Marseille,2.0,1.9,2–3,2022-2023,164
16.0,Wed,2022-12-28,15:00,Troyes,Nantes,0.2,1.5,0–0,2022-2023,166
16.0,Wed,2022-12-28,15:00,Ajaccio,Angers,1.6,1.9,1–0,2022-2023,167
16.0,Wed,2022-12-28,17:00,Auxerre,Monaco,1.3,1.3,2–3,2022-2023,168
16.0,Wed,2022-12-28,19:00,Clermont Foot,Lille,0.7,1.6,0–2,2022-2023,169
16.0,Wed,2022-12-28,21:00,Paris S-G,Strasbourg,2.1,1.3,2–1,2022-2023,170
16.0,Wed,2022-12-28,21:00,Brest,Lyon,1.3,3.1,2–4,2022-2023,171
16.0,Thu,2022-12-29,17:00,Lorient,Montpellier,1.0,1.7,0–2,2022-2023,172
16.0,Thu,2022-12-29,19:00,Reims,Rennes,1.4,1.6,3–1,2022-2023,173
16.0,Thu,2022-12-29,21:00,Marseille,Toulouse,2.6,1.8,6–1,2022-2023,174
16.0,Thu,2022-12-29,21:00,Nice,Lens,1.0,1.0,0–0,2022-2023,175
17.0,Sun,2023-01-01,15:00,Monaco,Brest,1.4,0.8,1–0,2022-2023,177
17.0,Sun,2023-01-01,15:00,Angers,Lorient,2.3,0.6,1–2,2022-2023,178
17.0,Sun,2023-01-01,15:00,Toulouse,Ajaccio,1.1,0.0,2–0,2022-2023,179
17.0,Sun,2023-01-01,15:00,Nantes,Auxerre,1.0,0.8,1–0,2022-2023,180
17.0,Sun,2023-01-01,17:00,Lyon,Clermont Foot,0.7,1.2,0–1,2022-2023,181
17.0,Sun,2023-01-01,20:45,Lens,Paris S-G,1.8,1.6,3–1,2022-2023,182
17.0,Mon,2023-01-02,15:00,Strasbourg,Troyes,1.1,1.2,2–3,2022-2023,183
17.0,Mon,2023-01-02,17:00,Lille,Reims,2.3,0.8,1–1,2022-2023,184
17.0,Mon,2023-01-02,19:00,Montpellier,Marseille,1.4,1.4,1–2,2022-2023,185
17.0,Mon,2023-01-02,21:00,Rennes,Nice,1.9,0.4,2–1,2022-2023,186
18.0,Wed,2023-01-11,19:00,Nantes,Lyon,1.1,0.5,0–0,2022-2023,188
18.0,Wed,2023-01-11,19:00,Auxerre,Toulouse,1.1,2.2,0–5,2022-2023,189
18.0,Wed,2023-01-11,19:00,Brest,Lille,0.3,0.7,0–0,2022-2023,190
18.0,Wed,2023-01-11,19:00,Clermont Foot,Rennes,1.7,1.1,2–1,2022-2023,191
18.0,Wed,2023-01-11,19:00,Ajaccio,Reims,1.0,0.9,0–1,2022-2023,192
18.0,Wed,2023-01-11,21:00,Paris S-G,Angers,1.3,0.5,2–0,2022-2023,193
18.0,Wed,2023-01-11,21:00,Troyes,Marseille,0.2,1.9,0–2,2022-2023,194
18.0,Wed,2023-01-11,21:00,Nice,Montpellier,2.5,0.2,6–1,2022-2023,195
18.0,Wed,2023-01-11,21:00,Strasbourg,Lens,0.8,1.9,2–2,2022-2023,196
18.0,Wed,2023-01-11,21:00,Lorient,Monaco,1.3,1.8,2–2,2022-2023,197
19.0,Sat,2023-01-14,17:00,Lens,Auxerre,2.0,0.3,1–0,2022-2023,199
19.0,Sat,2023-01-14,19:00,Marseille,Lorient,2.2,0.5,3–1,2022-2023,200
19.0,Sat,2023-01-14,21:00,Lyon,Strasbourg,2.8,1.1,1–2,2022-2023,201
19.0,Sun,2023-01-15,13:00,Lille,Troyes,3.8,0.9,5–1,2022-2023,202
19.0,Sun,2023-01-15,15:00,Toulouse,Brest,1.4,1.0,1–1,2022-2023,203
19.0,Sun,2023-01-15,15:00,Montpellier,Nantes,0.9,0.6,0–3,2022-2023,204
19.0,Sun,2023-01-15,15:00,Angers,Clermont Foot,0.6,1.7,1–2,2022-2023,205
19.0,Sun,2023-01-15,15:00,Reims,Nice,0.9,0.8,0–0,2022-2023,206
19.0,Sun,2023-01-15,17:05,Monaco,Ajaccio,3.7,0.3,7–1,2022-2023,207
19.0,Sun,2023-01-15,20:45,Rennes,Paris S-G,0.8,1.0,1–0,2022-2023,208
20.0,Fri,2023-01-27,21:00,Lorient,Rennes,0.9,1.5,2–1,2022-2023,210
20.0,Sat,2023-01-28,17:00,Troyes,Lens,1.2,2.9,1–1,2022-2023,211
20.0,Sat,2023-01-28,21:00,Marseille,Monaco,1.6,1.5,1–1,2022-2023,212
20.0,Sun,2023-01-29,13:00,Nice,Lille,1.6,1.6,1–0,2022-2023,213
20.0,Sun,2023-01-29,15:00,Clermont Foot,Nantes,0.7,0.1,0–0,2022-2023,214
20.0,Sun,2023-01-29,15:00,Strasbourg,Toulouse,1.3,1.2,1–2,2022-2023,215
20.0,Sun,2023-01-29,15:00,Brest,Angers,1.6,0.8,4–0,2022-2023,216
20.0,Sun,2023-01-29,15:00,Auxerre,Montpellier,1.8,0.7,0–2,2022-2023,217
20.0,Sun,2023-01-29,17:05,Ajaccio,Lyon,1.7,1.9,0–2,2022-2023,218
20.0,Sun,2023-01-29,20:45,Paris S-G,Reims,1.6,2.5,1–1,2022-2023,219
21.0,Wed,2023-02-01,19:00,Reims,Lorient,3.8,0.6,4–2,2022-2023,221
21.0,Wed,2023-02-01,19:00,Lille,Clermont Foot,1.3,1.4,0–0,2022-2023,222
21.0,Wed,2023-02-01,19:00,Toulouse,Troyes,2.2,1.2,4–1,2022-2023,223
21.0,Wed,2023-02-01,19:00,Angers,Ajaccio,0.4,1.4,1–2,2022-2023,224
21.0,Wed,2023-02-01,19:00,Nantes,Marseille,1.2,1.7,0–2,2022-2023,225
21.0,Wed,2023-02-01,21:00,Lens,Nice,0.6,2.1,0–1,2022-2023,226
21.0,Wed,2023-02-01,21:00,Monaco,Auxerre,1.2,1.4,3–2,2022-2023,227
21.0,Wed,2023-02-01,21:00,Montpellier,Paris S-G,0.5,4.4,1–3,2022-2023,228
21.0,Wed,2023-02-01,21:00,Rennes,Strasbourg,1.1,0.1,3–0,2022-2023,229
21.0,Wed,2023-02-01,21:00,Lyon,Brest,2.5,0.6,0–0,2022-2023,230
22.0,Sat,2023-02-04,17:00,Paris S-G,Toulouse,1.9,0.8,2–1,2022-2023,232
22.0,Sat,2023-02-04,19:00,Troyes,Lyon,1.0,0.8,1–3,2022-2023,233
22.0,Sat,2023-02-04,21:00,Rennes,Lille,1.8,2.2,1–3,2022-2023,234
22.0,Sun,2023-02-05,13:00,Clermont Foot,Monaco,0.4,1.4,0–2,2022-2023,235
22.0,Sun,2023-02-05,15:00,Ajaccio,Nantes,0.3,1.2,0–2,2022-2023,236
22.0,Sun,2023-02-05,15:00,Auxerre,Reims,1.2,0.6,0–0,2022-2023,237
22.0,Sun,2023-02-05,15:00,Lorient,Angers,1.0,0.7,0–0,2022-2023,238
22.0,Sun,2023-02-05,15:00,Strasbourg,Montpellier,0.9,0.9,2–0,2022-2023,239
22.0,Sun,2023-02-05,17:05,Brest,Lens,2.0,2.5,1–1,2022-2023,240
22.0,Sun,2023-02-05,20:45,Marseille,Nice,2.3,1.4,1–3,2022-2023,241
23.0,Fri,2023-02-10,21:00,Nice,Ajaccio,0.6,0.4,3–0,2022-2023,243
23.0,Sat,2023-02-11,17:00,Monaco,Paris S-G,2.9,0.8,3–1,2022-2023,244
23.0,Sat,2023-02-11,21:00,Clermont Foot,Marseille,0.8,2.6,0–2,2022-2023,245
23.0,Sun,2023-02-12,13:00,Toulouse,Rennes,2.1,1.3,3–1,2022-2023,246
23.0,Sun,2023-02-12,15:00,Angers,Auxerre,0.9,2.6,1–1,2022-2023,247
23.0,Sun,2023-02-12,15:00,Montpellier,Brest,2.5,0.8,3–0,2022-2023,248
23.0,Sun,2023-02-12,15:00,Reims,Troyes,2.3,0.9,4–0,2022-2023,249
23.0,Sun,2023-02-12,15:00,Lille,Strasbourg,2.7,0.3,2–0,2022-2023,250
23.0,Sun,2023-02-12,17:05,Nantes,Lorient,1.0,1.1,1–0,2022-2023,251
23.0,Sun,2023-02-12,20:45,Lyon,Lens,1.4,1.1,2–1,2022-2023,252
24.0,Fri,2023-02-17,21:00,Auxerre,Lyon,1.5,0.8,2–1,2022-2023,254
24.0,Sat,2023-02-18,17:00,Nice,Reims,1.2,1.6,0–0,2022-2023,255
24.0,Sat,2023-02-18,21:00,Strasbourg,Angers,1.7,1.2,2–1,2022-2023,256
24.0,Sun,2023-02-19,13:00,Paris S-G,Lille,2.0,2.4,4–3,2022-2023,257
24.0,Sun,2023-02-19,15:00,Rennes,Clermont Foot,2.4,1.1,2–0,2022-2023,258
24.0,Sun,2023-02-19,15:00,Lorient,Ajaccio,2.5,0.7,3–0,2022-2023,259
24.0,Sun,2023-02-19,15:00,Brest,Monaco,0.9,1.5,1–2,2022-2023,260
24.0,Sun,2023-02-19,15:00,Troyes,Montpellier,0.1,1.6,0–1,2022-2023,261
24.0,Sun,2023-02-19,17:05,Lens,Nantes,2.4,0.3,3–1,2022-2023,262
24.0,Sun,2023-02-19,20:45,Toulouse,Marseille,2.0,1.0,2–3,2022-2023,263
25.0,Fri,2023-02-24,21:00,Lille,Brest,1.0,0.2,2–1,2022-2023,265
25.0,Sat,2023-02-25,17:00,Angers,Lyon,1.5,1.1,1–3,2022-2023,266
25.0,Sat,2023-02-25,21:00,Montpellier,Lens,0.6,1.9,1–1,2022-2023,267
25.0,Sun,2023-02-26,13:00,Lorient,Auxerre,1.5,0.7,0–1,2022-2023,268
25.0,Sun,2023-02-26,15:00,Ajaccio,Troyes,3.8,1.5,2–1,2022-2023,269
25.0,Sun,2023-02-26,15:00,Reims,Toulouse,2.7,1.1,3–0,2022-2023,270
25.0,Sun,2023-02-26,15:00,Clermont Foot,Strasbourg,1.2,1.2,1–1,2022-2023,271
25.0,Sun,2023-02-26,15:00,Nantes,Rennes,2.6,1.1,0–1,2022-2023,272
25.0,Sun,2023-02-26,17:05,Monaco,Nice,1.0,2.3,0–3,2022-2023,273
25.0,Sun,2023-02-26,20:45,Marseille,Paris S-G,1.6,2.0,0–3,2022-2023,274
26.0,Fri,2023-03-03,21:00,Nice,Auxerre,1.6,0.5,1–1,2022-2023,276
26.0,Sat,2023-03-04,17:00,Lens,Lille,0.9,1.6,1–1,2022-2023,277
26.0,Sat,2023-03-04,21:00,Paris S-G,Nantes,1.4,0.4,4–2,2022-2023,278
26.0,Sun,2023-03-05,13:00,Troyes,Monaco,0.9,3.0,2–2,2022-2023,279
26.0,Sun,2023-03-05,15:00,Toulouse,Clermont Foot,1.0,0.8,0–1,2022-2023,280
26.0,Sun,2023-03-05,15:00,Montpellier,Angers,2.9,0.9,5–0,2022-2023,281
26.0,Sun,2023-03-05,15:00,Reims,Ajaccio,0.6,0.4,1–0,2022-2023,282
26.0,Sun,2023-03-05,15:00,Strasbourg,Brest,1.2,0.8,0–1,2022-2023,283
26.0,Sun,2023-03-05,17:05,Lyon,Lorient,2.2,1.0,0–0,2022-2023,284
26.0,Sun,2023-03-05,20:45,Rennes,Marseille,1.0,1.6,0–1,2022-2023,285
27.0,Fri,2023-03-10,21:00,Lille,Lyon,2.3,0.8,3–3,2022-2023,287
27.0,Sat,2023-03-11,17:00,Auxerre,Rennes,0.7,0.5,0–0,2022-2023,288
27.0,Sat,2023-03-11,21:00,Brest,Paris S-G,0.6,2.6,1–2,2022-2023,289
27.0,Sun,2023-03-12,13:00,Clermont Foot,Lens,1.2,2.0,0–4,2022-2023,290
27.0,Sun,2023-03-12,15:00,Angers,Toulouse,1.7,1.6,0–2,2022-2023,291
27.0,Sun,2023-03-12,15:00,Lorient,Troyes,1.9,0.7,2–0,2022-2023,292
27.0,Sun,2023-03-12,15:00,Nantes,Nice,1.6,1.2,2–2,2022-2023,293
27.0,Sun,2023-03-12,15:00,Ajaccio,Montpellier,0.2,1.0,0–1,2022-2023,294
27.0,Sun,2023-03-12,17:05,Monaco,Reims,0.9,1.9,0–1,2022-2023,295
27.0,Sun,2023-03-12,20:45,Marseille,Strasbourg,1.6,2.1,2–2,2022-2023,296
28.0,Fri,2023-03-17,21:00,Lyon,Nantes,1.4,1.7,1–1,2022-2023,298
28.0,Sat,2023-03-18,17:00,Toulouse,Lille,2.3,1.4,0–2,2022-2023,299
28.0,Sat,2023-03-18,21:00,Lens,Angers,1.6,0.5,3–0,2022-2023,300
28.0,Sun,2023-03-19,13:00,Ajaccio,Monaco,1.1,1.1,0–2,2022-2023,301
28.0,Sun,2023-03-19,15:00,Strasbourg,Auxerre,2.8,0.7,2–0,2022-2023,302
28.0,Sun,2023-03-19,15:00,Nice,Lorient,1.2,0.7,1–1,2022-2023,303
28.0,Sun,2023-03-19,15:00,Montpellier,Clermont Foot,3.3,1.8,2–1,2022-2023,304
28.0,Sun,2023-03-19,15:00,Troyes,Brest,1.1,1.3,2–2,2022-2023,305
28.0,Sun,2023-03-19,17:05,Paris S-G,Rennes,1.7,1.5,0–2,2022-2023,306
28.0,Sun,2023-03-19,20:45,Reims,Marseille,1.6,1.2,1–2,2022-2023,307
